Query Name	Rank	Scaled Rank	Set_name	TF	Intersect	Set length	FET p-value	FDR	Odds Ratio	Library	Overlapping_Genes
"gene_set_query"	"1"	"0.008475"	"STAT2_K562_HG19"	"STAT2"	"13"	"252"	"4.285E-7"	"2.37E-4"	"6.46"	"ENCODE--ChIP-seq"	"IFITM3,IFITM1,IFITM2,IFI35,IFIT1,N4BP1,EIF2AK2,ISG15,NMI,BST2,BATF2,TENT5A,PSMA6"
"gene_set_query"	"2"	"0.01695"	"JUN_CH12LX_MM9"	"JUN"	"30"	"1325"	"4.782E-6"	"0.00132"	"2.751"	"ENCODE--ChIP-seq"	"CD86,MILR1,MIR155,IL12B,GBP7,FNDC7,INPP4A,KCTD12,SDC4,GSTT4,PLD4,SLAMF6,CP,CXCL10,GPR18,BTG2,JAK2,CD52,MED29,STK40,RHOQ,CLEC12A,AIF1,USP25,WTAP,MARCKS,IL2RA,CD69,FCGR2B,CCDC173"
"gene_set_query"	"3"	"0.02542"	"JUND_CH12LX_MM9"	"JUND"	"26"	"1148"	"1.757E-5"	"0.00323"	"2.752"	"ENCODE--ChIP-seq"	"MILR1,ARHGDIB,IL12B,GBP7,KCTD12,SDC4,GSTT4,SLAMF6,CXCL10,GPR18,BTG2,CLEC1A,JAK2,CD52,MED29,SOS1,STK40,RHOQ,GAS7,AIF1,USP25,IL2RA,CD69,FCGR2B,CCDC173,HSPA1B"
"gene_set_query"	"4"	"0.0339"	"STAT1_K562_HG19"	"STAT1"	"12"	"321"	"2.9E-5"	"0.0035"	"4.612"	"ENCODE--ChIP-seq"	"IFITM3,IFITM1,IFI35,IFIT1,SOCS3,N4BP1,EIF2AK2,ISG15,NMI,BST2,BATF2,TENT5A"
"gene_set_query"	"5"	"0.04237"	"IKZF1_GM12878_HG19"	"IKZF1"	"35"	"1836"	"3.168E-5"	"0.0035"	"2.308"	"ENCODE--ChIP-seq"	"IFITM1,AHR,IFIT1,ZC3H12D,IL4I1,PNP,MIR155,SLC39A1,SACM1L,MARF1,DGKH,PFKFB3,ST3GAL3,NMI,BST2,GPR18,MS4A7,IL27,PITPNC1,UPP1,JAK2,CTSC,CD52,EDN1,ANXA1,PSMA6,ADORA2A,CCL4,CCL3,WTAP,SLC31A1,BATF,MARCKS,RAB12,CD69"
"gene_set_query"	"6"	"0.05085"	"MAFK_CH12LX_MM9"	"MAFK"	"31"	"1616"	"7.008E-5"	"0.00645"	"2.323"	"ENCODE--ChIP-seq"	"IFIT1,MILR1,IL4I1,CHORDC1,GBP7,SACM1L,KMO,FNDC7,PSME2,KCTD12,NUPR1,SDC4,SOCS3,PRDX1,CXCL10,GPR18,BTG2,MS4A7,CLEC1A,TLK2,CD38,CD52,MED29,STK40,RHOQ,CLEC12A,PPM1K,TMA16,WTAP,IL2RA,CD69"
"gene_set_query"	"7"	"0.05932"	"ZNF384_CH12LX_MM9"	"ZNF384"	"29"	"1677"	"5.562E-4"	"0.0439"	"2.09"	"ENCODE--ChIP-seq"	"LST1,IFIT1,MILR1,PTTG1,MIR155,DPYSL2,GBP7,FNDC7,INPP4A,MIER3,SLAMF6,NMI,CALHM6,IL6,PITPNC1,ADAMTS4,CLEC1A,JAK2,CTSC,CD52,TENT5A,GAS7,PPM1K,TMA16,CCL7,BATF,MARCKS,GFI1B,IL2RA"
"gene_set_query"	"8"	"0.0678"	"MEF2A_GM12878_HG19"	"MEF2A"	"18"	"871"	"7.646E-4"	"0.0528"	"2.506"	"ENCODE--ChIP-seq"	"IFIT1,MIR155,DENR,KMO,PLD4,ISG15,GPR18,BTG2,MS4A7,CTSC,PSMA6,ZNRF1,CCL5,CCL3,WTAP,SLC31A1,MARCKS,CLEC2D"
"gene_set_query"	"9"	"0.07627"	"ETS1_MELCELLLINE_MM9"	"ETS1"	"26"	"1614"	"0.00247"	"0.151"	"1.944"	"ENCODE--ChIP-seq"	"IFITM2,LST1,IFI35,MILR1,ARHGDIB,GBP7,PSME2,NUPR1,ANP32A,MIER3,PRELID2,ISG15,NMI,IL6,BTG2,TNFAIP2,PITPNC1,UPP1,TENT5A,IL1B,STK40,DDX24,PPM1K,AIF1,USP25,TNIP3"
"gene_set_query"	"10"	"0.08475"	"RELA_GM18526_HG19"	"RELA"	"15"	"769"	"0.003247"	"0.177"	"2.363"	"ENCODE--ChIP-seq"	"IFITM1,ZC3H12D,IL4I1,MARF1,SELENOT,STXBP3,BST2,BTG2,IL27,MED29,NUFIP2,CCL3,MARCKS,CD69,CLEC2D"
