Query Name	Rank	Scaled Rank	Set_name	TF	Intersect	Set length	FET p-value	FDR	Odds Ratio	Library	Overlapping_Genes
"gene_set_query"	"1"	"0.008475"	"TCF3_MYOCYTE_MM9"	"TCF3"	"69"	"1708"	"5.633E-7"	"3.11E-4"	"2.027"	"ENCODE--ChIP-seq"	"ZMIZ1,REV1,ATG13,ATF3,NR1D1,PPFIBP1,DUSP2,MYOF,HEATR5A,GPRC5C,RAPGEF3,SGMS1,FGD6,BTAF1,GPR146,ERO1A,AHR,RNF19A,PHLDA1,TPM4,SQSTM1,BAG3,ANKRD23,SP3,HTR2B,SPG11,DNMT3A,SMARCD3,POLR2A,FEM1C,TXNRD1,KLF7,DOP1B,SLC23A2,ERRFI1,PIEZO1,CCNL2,SMIM6,ZBTB2,EGR2,TRERF1,GADD45G,SPTAN1,ZHX2,MTSS1,SREBF2,MYEF2,VEGFA,PER1,PRDM9,RGS2,POU3F1,MYADM,USP53,MYH10,ITPRID2,LRP12,DOCK8,NGLY1,AFF4,TMEM104,LRRFIP2,KLF11,PTGIR,FCHSD2,RRBP1,HMGCR,MAPK8,SLC4A7"
"gene_set_query"	"2"	"0.01695"	"JUN_CH12LX_MM9"	"JUN"	"55"	"1325"	"2.795E-6"	"7.71E-4"	"2.085"	"ENCODE--ChIP-seq"	"SPI1,MRTFA,ATF3,FN1,SLC16A10,NR1D1,ATG2A,LETM2,CIC,DUSP2,PLEKHO2,SPTY2D1,FGD3,BTAF1,SNX16,TNF,ATXN2L,FBLIM1,MAFF,SP3,PLEKHM1,LRCH3,PTPN22,ITGAX,ASPH,LCK,LENG8,SH2B3,KLF7,MYO1E,ST7,FCGR2B,IL12B,HECA,KCTD12,TECPR2,ZFAND2A,GRIPAP1,ZHX2,HEG1,SREBF2,MNT,KBTBD7,RIPOR2,CD80,RGS2,TBC1D23,CARD11,ARHGAP26,LASP1,LRRFIP2,CFAP45,KLF11,ELF4,AGPAT4"
"gene_set_query"	"3"	"0.02542"	"JUND_HELAS3_HG19"	"JUND"	"55"	"1356"	"5.303E-6"	"9.76E-4"	"2.035"	"ENCODE--ChIP-seq"	"CAPN15,WDR81,ATF3,FLRT2,PIP5K1C,PLK2,NFATC2,NR1D1,NOX1,LETM2,PHF8,OLR1,MYOF,F3,RAPGEF3,SGMS1,PAPSS2,SNX29,MOCOS,SNX16,MAFF,LRCH3,HMGCS1,HDAC7,ERRFI1,IL12B,ARRDC3,MFSD12,HECA,DCUN1D3,SPTBN2,GADD45G,SLC7A11,SPTAN1,HEG1,SREBF2,CTTN,MNT,TM4SF19,PNPLA2,GNPTAB,MYADM,VCL,ABCG1,IL7R,MAST1,HK2,LASP1,LRRFIP2,RHBDF1,KLF11,TBC1D9,ASAP1,AGPAT4,RPS6KC1"
"gene_set_query"	"4"	"0.0339"	"ETS1_MELCELLLINE_MM9"	"ETS1"	"62"	"1614"	"7.997E-6"	"0.0011"	"1.923"	"ENCODE--ChIP-seq"	"SPI1,ARMC7,WDR81,DDIT3,ATF3,PRDM10,SLC16A10,NR1D1,TREML1,ATG2A,LETM2,FOS,CDC42EP2,PLEKHO2,SPTY2D1,FGD3,MICALL2,GPR146,ERO1A,TNF,TPM4,CISH,SP4,MAFF,NFE2L2,SPN,LCP2,LRRC8D,TRIM39,ST7,HECA,SMIM6,EGR2,TMEM86A,TRERF1,GADD45G,SLC7A11,GRIPAP1,SREBF2,IL1B,PER1,KBTBD7,GNPTAB,TMEM38B,TGM2,TMOD1,VCL,MYH10,DOCK8,MAST1,AFF4,HK2,TMEM104,DBT,KLF11,PKD1L2,S1PR2,ATP2B4,IRGQ,WEE1,NAA15,LPIN2"
"gene_set_query"	"5"	"0.04237"	"TCF7L2_HEK293_HG19"	"TCF7L2"	"65"	"1821"	"4.283E-5"	"0.00338"	"1.782"	"ENCODE--ChIP-seq"	"ZC3H12C,GJA1,ZMIZ1,MRTFA,WDR81,DDIT3,ATF3,PRDM10,FLRT2,FN1,NR1D1,GPR137B,PBX1,TREML4,ATG2A,LYST,LETM2,SH3BGRL2,FOS,FGD6,BTAF1,SNX16,ADGRL2,DACH1,PHLDA1,COL27A1,CISH,MAPKAPK3,LIX1,FSCN1,NFE2L2,HTR2B,PSD3,POLR2A,SH2B3,MARCKSL1,RNF24,EFR3B,KLF7,ST7,TSHZ1,ZBTB2,TNRC18,GADD45G,COL18A1,SLC7A11,ZHX1,MNT,CD55,VEGFA,PNPLA2,CARF,CCND1,TMOD1,MYCL,HMGA2,ARHGAP31,USP37,TRPS1,TBC1D9,RGS16,RRBP1,AGPAT4,TOGARAM1,EYA4"
"gene_set_query"	"6"	"0.05085"	"ZNF263_K562_HG19"	"ZNF263"	"36"	"849"	"7.041E-5"	"0.00444"	"2.132"	"ENCODE--ChIP-seq"	"SPI1,SETD1B,PBX1,CDKN1A,FOS,SGMS1,HIPK2,TPM4,SLC9B2,ATXN2L,BAG3,SP3,MAP3K12,NFE2L2,DDI2,SPACA6,TSPOAP1,CBLB,TRIM14,NCOA2,ZHX1,CTTN,VEGFA,LOXL3,ETS2,TMEM38B,MYCL,ITPRID2,CAV1,LRP12,DOCK8,FCHSD2,ELF4,BICRA,RPS6KC1,WEE1"
"gene_set_query"	"7"	"0.05932"	"ZNF384_CH12LX_MM9"	"ZNF384"	"60"	"1677"	"7.237E-5"	"0.00444"	"1.786"	"ENCODE--ChIP-seq"	"ZC3H12C,GJA1,TSLP,PLK2,TREML4,ATG2A,MTMR11,LETM2,PHF8,FOS,SLC39A14,SLC29A3,SNX29,IL12RB1,CASP8AP2,CTNND1,RALGAPA2,ATXN2L,HPSE,MCM9,ADAMTS4,SPN,SPG11,SH2B3,KLF7,DOP1B,ST7,SIK2,TSHZ1,MAP6,STK38L,CARMIL1,EGR2,TRERF1,GADD45G,AKAP12,ZMYM6,SPTAN1,GRIPAP1,ZHX2,MTSS1,DOT1L,KBTBD7,CD80,MANEA,MYADM,ABCG1,CARD11,STAP1,ITPRID2,ARHGAP31,MAST1,INSYN2B,FCHSD2,RGS16,HMGCR,AGPAT4,WEE1,NAA15,LPIN2"
"gene_set_query"	"8"	"0.0678"	"IKZF1_GM12878_HG19"	"IKZF1"	"64"	"1836"	"9.067E-5"	"0.0047"	"1.739"	"ENCODE--ChIP-seq"	"ZC3H12C,WDR81,ATF3,SRCAP,PRDM10,CDKN1A,LYST,DUSP2,CHST7,MYOF,SNX29,IL12RB1,SNX16,CTNND1,AHR,RNF19A,SWAP70,TXLNB,HVCN1,NADK,HTR2B,PTPN22,ITGAL,SPN,DDI2,ITGB8,LCK,LCP2,POLR2A,LRRC8D,TSPOAP1,MARCKSL1,MYO1E,CBLB,TRIM14,STK38L,CARMIL1,PILRA,PCYT1A,HEG1,DOT1L,LHFPL2,LOXL3,PRDM1,ARHGAP35,TMOD1,CARD11,USP53,ARHGAP31,IL7R,LRP12,CGAS,LASP1,PTGIR,PLA2G4C,TBC1D9,MMP9,FGR,FCHSD2,RGS16,ASAP1,MAPK8,ATP2B4,NAA15"
"gene_set_query"	"9"	"0.07627"	"MAZ_MELCELLLINE_MM9"	"MAZ"	"62"	"1766"	"9.368E-5"	"0.0047"	"1.752"	"ENCODE--ChIP-seq"	"SPI1,ZC3H12C,ZMIZ1,REV1,MRTFA,PPFIBP1,LYST,FOS,SLC39A14,HEATR5A,PLEKHO2,RAPGEF3,SPTY2D1,SNX29,BTAF1,HIPK2,PHLDA1,TXLNB,MAFF,SP3,PLEKHM2,LRCH3,DDI2,SUMO2,DNMT3A,LRRC8D,FEM1C,FNIP2,SH2B3,MARCKSL1,NCKAP5L,TRIM39,ARRDC3,RRAD,DCUN1D3,SDC3,ZBTB2,TRERF1,GADD45G,SPTAN1,HEG1,ZHX1,MTSS1,MNT,CD55,MYEF2,TGM2,MYADM,VCL,SSH1,DOCK8,MAST1,NGLY1,AFF4,TMEM104,ABCD1,KLF11,PTGIR,FCHSD2,RRBP1,RPS6KC1,PPP2R3A"
"gene_set_query"	"10"	"0.08475"	"MYOD1_MYOCYTE_MM9"	"MYOD1"	"89"	"2784"	"1.2E-4"	"0.00552"	"1.59"	"ENCODE--ChIP-seq"	"ZC3H12C,REV1,ATG13,ATF3,SLC5A3,NFATC2,PPFIBP1,MTMR10,BGN,FOS,F3,GPRC5B,HEATR5A,HAP1,RAPGEF3,SPTY2D1,FGD4,GPR146,ERO1A,AHR,RNF19A,PHLDA1,TPM4,TXLNB,SQSTM1,FBLIM1,ANKRD23,HTR2B,PSTPIP1,DDI2,SPG11,DNMT3A,ASPH,SMARCD3,FEM1C,SH2B3,KCNJ2,TXNRD1,TRIM39,DOP1B,SLC23A2,CBLB,LDLRAD4,PIEZO1,CCNL2,SMIM6,ZBTB2,EGR2,MICAL2,GADD45G,SESTD1,SLC7A11,GYS1,SPTAN1,MINK1,ZHX1,SREBF2,NAPB,CD55,MYEF2,DPY19L3,RIPOR2,PRDM1,ARHGAP35,RGS2,TMEM38B,TMOD1,MYADM,USP53,MYH10,ITPRID2,SSH1,DOCK8,NGLY1,AFF4,TMEM104,RASGEF1B,LRRFIP2,KLF11,ABCC1,PTGIR,IRAK3,TENT5C,FCHSD2,HMGCR,MAPK8,PPP2R3A,NAA15,LPIN2"
