"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:MF","protein binding","GO:0005515","2.1420383522779537e-30","29.669172757578124","10481","424","296","25412","KLF7,MARCO,ATP2B4,RGS2,ADAMTS4,ADGRG6,TXLNB,PRDM1,COL18A1,IRAK3,HMGA2,LCP2,IL12B,TSPOAP1,NR1D1,JUP,CD300LF,ARMC7,SDC1,FOS,FLRT2,TRIP11,TECPR2,ITGB8,SERPINB1C,TIFAB,HMGCR,HMGCS1,VCL,KCTD12,EDNRB,CTNND2,SLA,SH3BP1,ACVRL1,HEG1,SLC5A3,HAS1,ABCG1,TNF,VEGFA,TRERF1,ARHGAP26,LDLRAD4,SPTBN2,CDC42EP2,DUSP2,IL1A,IL1B,RALGAPA2,MMP9,FNIP2,TLR2,H3C14,ADGRL2,TRIM14,TMEM38B,MYCL,FGR,FHAD1,STAP1,CXCL3,HVCN1,PILRA,FSCN1,FLT1,TFEC,CAV1,OLR1,SIGLECE,FCHSD2,SWAP70,ITGAL,ITGAX,TPM4,CX3CL1,DPEP3,PKD1L2,LDLR,PRDM10,MYO1E,NOX1,PID1,HTR2B,RGS16,SELE,ATF3,AKAP12,GJA1,EGR2,DNMT3L,KITL,INPP5J,LIF,PER1,MNT,CSF3,HAP1,KCNJ2,SECTM1A,AHR,H2BC4,CARMIL1,ARRDC3,PLK2,IL7R,RNF19A,LRP12,ZHX2,ZHX1,MTSS1,CSF2RB,RAPGEF3,MAP3K12,LRCH3,ARHGAP31,CDKN1A,TREML1,TSLP,CD14,BTAF1,ITPRID2,CTNND1,SPI1,RRBP1,NECAB3,EPB41L1,NFATC2,DBT,F3,SLC9B2,ASPH,TMOD1,MARCKSL1,LCK,FBLIM1,CCNL2,CXCL1,CXCL2,LRRC8D,CLIP1,HIP1,PILRB2,ZFAND2A,HIPK2,EPHA1,VWF,GYS1,SPTY2D1,NAV2,MAP6,WEE1,MICAL2,DCUN1D3,CCND1,MCEMP1,ANGPT2,PSD3,IL12RB1,CACNA1A,MAST1,MMP2,CGAS,CISH,PTCHD1,HDAC7,HPSE,HERPUD1,TXNRD1,PHLDA1,TIMELESS,SQSTM1,TRPS1,ASAP1,UBXN7,FBXO40,TBC1D23,ETS2,POT1B,TSHZ1,SGMS1,NFE2L2,PTPN22,USP53,ERRFI1,SMARCD3,SEPTIN11,MICALL2,CLEC5A,LOXL3,STK38L,PPFIBP1,PRKCG,PVR,NFKBID,GPRC5B,SPN,PHLDB1,BCORL1,RRS1,NCOA2,CARF,FN1,COL10A1,PIP5K1C,AFF4,PLEKHM1,LYST,RIPOR2,TTC37,NGLY1,MAPK8,DACH1,PLEC,SREBF2,CD80,PRDM9,TREML4,PLCB3,SPTAN1,ITCH,NAA15,DDI2,UBE4B,GM20605,ARHGAP35,SH3BGRL2,MAPKAPK3,LRRFIP2,GRIPAP1,BGN,PHF8,REV1,USP37,ITGAE,WDR81,ZMIZ1,FEM1C,DOCK8,H2BC21,STRA6L,IL12RB2,S1PR2,PSTPIP1,MICAL3,ANKRD23,ARMC9,PBX1,ZBTB2,MCM9,DOT1L,BBS10,DDIT3,SFI1,MYH10,POLR2A,LASP1,SUMO2,SMIM6,DNMT3A,TOGARAM1,AHSA1,SP4,NISCH,KBTBD7,MRTFA,DNAJB7,FGD4,PCYT1A,CBLB,TRIM39,SP3,ATG13,SPG11,NAPB,SNX16,H3C15,CASP8AP2,SDC3,PLEKHM2,SSH1,SH2B3,SETD1B,CARD11,ZFP467,GPNMB,FXYD4,ACRBP,CIC,ZFP592,SERPINH1,SRCAP,BAG3,PNPLA2,CTTN,ABCD1"
"GO:MF","binding","GO:0005488","9.683703324422872e-17","16.01395852432528","16232","424","354","25412","KLF7,MARCO,CD55,ATP2B4,RGS2,ADAMTS4,ADGRG6,TXLNB,PRDM1,COL18A1,FGD6,IRAK3,HMGA2,LCP2,IL12B,TSPOAP1,NR1D1,JUP,CD300LF,ARMC7,SDC1,FOS,FLRT2,TRIP11,TECPR2,ITGB8,SERPINB1C,TIFAB,HMGCR,HMGCS1,VCL,KCTD12,EDNRB,CTNND2,SLA,SH3BP1,ACVRL1,HEG1,SLC5A3,HAS1,CAPN15,ABCG1,COL11A2,TNF,VEGFA,TRERF1,ARHGAP26,LDLRAD4,SPTBN2,CDC42EP2,MYOF,CALCRL,DUSP2,IL1A,IL1B,RALGAPA2,MMP9,FNIP2,TLR2,H3C14,ADGRL2,TRIM14,TMEM38B,COL27A1,MYCL,POU3F1,FGR,FHAD1,NADK,STAP1,CXCL3,HVCN1,PILRA,FSCN1,FLT1,TFEC,CAV1,OLR1,SIGLECE,FCHSD2,SWAP70,ITGAL,ITGAX,TPM4,CX3CL1,DPEP3,PKD1L2,LDLR,PRDM10,ZC3H12C,MYO1E,PIM2,NOX1,PID1,HTR2B,RGS16,SELE,RPS6KC1,ATF3,AKAP12,GJA1,EGR2,DNMT3L,KITL,INPP5J,LIF,PER1,MNT,CSF3,HAP1,KCNJ2,SECTM1A,KLF11,AHR,H2BC4,CARMIL1,ARRDC3,PLK2,ERO1A,IL7R,RNF19A,LRP12,ZHX2,ZHX1,MTSS1,CSF2RB,RAPGEF3,MAP3K12,SNX29,ABCC1,LRCH3,ARHGAP31,CDKN1A,TREML1,MOCOS,TSLP,CD14,BTAF1,ITPRID2,CTNND1,SPI1,ADAM33,RNF24,RRBP1,NECAB3,EPB41L1,NFATC2,TENT5C,DBT,F3,SLC9B2,ASPH,TMOD1,MARCKSL1,LCK,FBLIM1,CCNL2,CXCL1,CXCL2,LRRC8D,CLIP1,HIP1,PILRB2,ZFAND2A,HIPK2,EPHA1,HK2,MBD4,VWF,GYS1,SPTY2D1,NAV2,MAP6,WEE1,MICAL2,DCUN1D3,CCND1,MCEMP1,ANGPT2,LETM2,PSD3,IL12RB1,CACNA1A,MAST1,MMP2,CGAS,PLOD2,CISH,ELF4,PTCHD1,HDAC7,HPSE,HERPUD1,TXNRD1,PHLDA1,TIMELESS,SQSTM1,RSAD1,FGD3,TRPS1,ASAP1,MAFF,UBXN7,FBXO40,TBC1D23,ETS2,POT1B,TSHZ1,SGMS1,NFE2L2,PTPN22,GM17494,USP53,ERRFI1,SMARCD3,SEPTIN11,MICALL2,CLEC5A,LOXL3,STK38L,PPFIBP1,PRKCG,PLA2G4C,PVR,NFKBID,ZFP619,AMPD3,GPRC5B,SPN,TBC1D9,RRAD,PHLDB1,PPP2R3A,BCORL1,RRS1,NCOA2,CARF,FN1,COL10A1,PIP5K1C,AFF4,PLEKHM1,SRP54C,LYST,RIPOR2,TTC37,NGLY1,PARG,MAPK8,DACH1,PLEC,SREBF2,CD80,PRDM9,TREML4,PLCB3,PAPSS2,SPTAN1,SLC25A25,MYEF2,ITCH,NAA15,RLF,DDI2,UBE4B,GM20605,ARHGAP35,IRGQ,ATXN2L,SH3BGRL2,MAPKAPK3,LRRFIP2,GRIPAP1,BGN,PHF8,REV1,USP37,CFAP45,EYA4,ITGAE,WDR81,ZMIZ1,CRAMP1,FEM1C,DOCK8,SESTD1,H2BC21,STRA6L,IL12RB2,S1PR2,PSTPIP1,MINK1,ATG2A,MICAL3,ANKRD23,ARMC9,PBX1,ZBTB2,MCM9,DOT1L,GNPTAB,BBS10,DDIT3,SFI1,ZFP287,MYH10,POLR2A,LASP1,SUMO2,SMIM6,DNMT3A,TOGARAM1,AHSA1,SP4,NISCH,KBTBD7,MRTFA,DNAJB7,FGD4,PCYT1A,CBLB,TRIM39,LIMS2,SP3,ATG13,SPG11,NAPB,TGM2,SNX16,H3C15,CASP8AP2,ZMYM6,SDC3,PLEKHM2,EFHD2,SSH1,SH2B3,SETD1B,CARD11,TNRC18,ZFP467,GPNMB,FXYD4,ACRBP,CIC,ZFP592,SERPINH1,SRCAP,BAG3,PNPLA2,CTTN,SIK2,ABCD1,GK5"
"GO:MF","molecular function regulator activity","GO:0098772","0.000015162072978857503","4.819241417323217","1951","424","66","25412","CD55,ATP2B4,RGS2,FGD6,IL12B,FLRT2,SERPINB1C,SOCS4,SH3BP1,SLC5A3,TNF,VEGFA,ARHGAP26,CDC42EP2,IL1A,IL1B,RALGAPA2,FNIP2,CXCL3,RASGEF1B,CAV1,CX3CL1,HTR2B,RGS16,DNMT3L,KITL,LIF,CSF3,SECTM1A,RAPGEF3,MAP3K12,ARHGAP31,CDKN1A,TSLP,LCK,CCNL2,CXCL1,CXCL2,BICRA,CCND1,ANGPT2,PSD3,CISH,FGD3,ASAP1,POT1B,GPRC5B,TBC1D9,PPP2R3A,FN1,MAPK8,DDI2,ARHGAP35,WDR81,DOCK8,DDIT3,AHSA1,MRTFA,FGD4,MADD,CASP8AP2,GPNMB,FXYD4,ACRBP,SERPINH1,BAG3"
"GO:MF","enzyme binding","GO:0019899","0.000017949847566485522","4.745939235181221","2265","424","73","25412","ATP2B4,ADAMTS4,PRDM1,IRAK3,HMGA2,JUP,TRIP11,HMGCR,VCL,ACVRL1,TNF,CDC42EP2,DUSP2,TRIM14,FGR,STAP1,CAV1,ITGAX,LDLR,NOX1,SELE,AKAP12,GJA1,EGR2,DNMT3L,PER1,CSF3,RNF19A,MAP3K12,CDKN1A,CTNND1,SPI1,NFATC2,DBT,F3,LCK,EPHA1,VWF,GYS1,SPTY2D1,MICAL2,DCUN1D3,CCND1,ANGPT2,HDAC7,SQSTM1,UBXN7,POT1B,PTPN22,ERRFI1,MICALL2,GPRC5B,NCOA2,FN1,MAPK8,ITCH,UBE4B,MAPKAPK3,USP37,IL12RB2,MICAL3,MCM9,SFI1,POLR2A,SUMO2,NISCH,CBLB,ATG13,SPG11,CASP8AP2,SH2B3,FXYD4,ABCD1"
"GO:MF","protein-containing complex binding","GO:0044877","0.00007268649073346908","4.138546298151768","1522","424","54","25412","ADGRG6,HMGA2,IL12B,JUP,FOS,ITGB8,VCL,ACVRL1,SPTBN2,IL1B,MMP9,TLR2,FGR,FSCN1,CAV1,ITGAL,ITGAX,TPM4,CX3CL1,LDLR,MYO1E,CARMIL1,PLK2,CDKN1A,ITPRID2,TMOD1,MARCKSL1,LCK,HIP1,VWF,CCND1,LETM2,CGAS,SQSTM1,MICALL2,NCOA2,FN1,SPTAN1,ITCH,NAA15,ARHGAP35,ITGAE,S1PR2,MICAL3,MCM9,MYH10,LASP1,NISCH,FGD4,SH2B3,GPNMB,SERPINH1,BAG3,CTTN"
"GO:MF","protein kinase binding","GO:0019901","0.00008723782263972307","4.059295182471536","751","424","34","25412","ATP2B4,IRAK3,JUP,ACVRL1,DUSP2,TRIM14,FGR,STAP1,CAV1,ITGAX,GJA1,MAP3K12,CDKN1A,CTNND1,LCK,EPHA1,GYS1,MICAL2,CCND1,ANGPT2,HDAC7,SQSTM1,PTPN22,ERRFI1,GPRC5B,MAPK8,MAPKAPK3,USP37,IL12RB2,NISCH,CBLB,ATG13,SPG11,SH2B3"
"GO:MF","ion binding","GO:0043167","0.00009130837310671507","4.039489395222477","5914","424","145","25412","KLF7,ATP2B4,ADAMTS4,PRDM1,COL18A1,FGD6,IRAK3,NR1D1,HMGCR,ACVRL1,HEG1,CAPN15,ABCG1,COL11A2,TRERF1,MYOF,IL1A,MMP9,TRIM14,COL27A1,FGR,NADK,FLT1,SIGLECE,FCHSD2,SWAP70,ITGAL,ITGAX,TPM4,DPEP3,PKD1L2,LDLR,PRDM10,ZC3H12C,MYO1E,PIM2,NOX1,HTR2B,SELE,RPS6KC1,EGR2,DNMT3L,KCNJ2,KLF11,PLK2,ERO1A,RNF19A,ZHX2,ZHX1,RAPGEF3,MAP3K12,ABCC1,CDKN1A,MOCOS,BTAF1,ADAM33,RNF24,NECAB3,DBT,ASPH,LCK,FBLIM1,CLIP1,HIP1,ZFAND2A,HIPK2,EPHA1,HK2,WEE1,MICAL2,ANGPT2,CACNA1A,MAST1,MMP2,CGAS,PLOD2,HDAC7,TXNRD1,SQSTM1,RSAD1,FGD3,TRPS1,ASAP1,FBXO40,TSHZ1,SEPTIN11,MICALL2,LOXL3,STK38L,PRKCG,PLA2G4C,ZFP619,AMPD3,TBC1D9,RRAD,PPP2R3A,FN1,COL10A1,PIP5K1C,PLEKHM1,SRP54C,NGLY1,MAPK8,PRDM9,PLCB3,PAPSS2,SPTAN1,SLC25A25,UBE4B,ARHGAP35,IRGQ,MAPKAPK3,PHF8,REV1,CFAP45,EYA4,ITGAE,ZMIZ1,SESTD1,MINK1,MICAL3,MCM9,GNPTAB,BBS10,ZFP287,MYH10,POLR2A,LASP1,DNMT3A,FGD4,PCYT1A,CBLB,TRIM39,LIMS2,SP3,TGM2,ZMYM6,EFHD2,SH2B3,ZFP467,ZFP592,SRCAP,SIK2,ABCD1,GK5"
"GO:MF","kinase binding","GO:0019900","0.00014556426832809807","3.836945218239953","841","424","36","25412","ATP2B4,IRAK3,JUP,ACVRL1,DUSP2,TRIM14,FGR,STAP1,CAV1,ITGAX,GJA1,PER1,MAP3K12,CDKN1A,CTNND1,LCK,EPHA1,GYS1,MICAL2,CCND1,ANGPT2,HDAC7,SQSTM1,PTPN22,ERRFI1,GPRC5B,MAPK8,MAPKAPK3,USP37,IL12RB2,POLR2A,NISCH,CBLB,ATG13,SPG11,SH2B3"
"GO:MF","actin filament binding","GO:0051015","0.0003830162940576149","3.41678275013376","215","424","16","25412","VCL,SPTBN2,FSCN1,TPM4,MYO1E,ITPRID2,TMOD1,MARCKSL1,HIP1,MICALL2,SPTAN1,MICAL3,MYH10,LASP1,FGD4,CTTN"
"GO:MF","cytokine receptor binding","GO:0005126","0.0008777789607823452","3.0566148328389993","315","424","19","25412","IL12B,CD300LF,TNF,VEGFA,IL1A,IL1B,STAP1,CXCL3,CX3CL1,KITL,LIF,CSF3,TSLP,CXCL1,CXCL2,ANGPT2,IL12RB1,ITCH,SH2B3"
