Query Name	Rank	Scaled Rank	Set_name	TF	Intersect	Set length	FET p-value	FDR	Odds Ratio	Library	Overlapping_Genes
"gene_set_query"	"1"	"0.008475"	"STAT2_K562_HG19"	"STAT2"	"68"	"252"	"7.962E-42"	"4.4E-39"	"11.49"	"ENCODE--ChIP-seq"	"NAMPT,EPSTI1,STARD5,GTPBP2,PRPF38A,EIF2AK2,MAGOHB,MOV10,OGFR,IFIH1,BATF2,PSMA6,STAT1,STAT3,CD274,CNP,SOCS1,XAF1,MYD88,TRIM56,PML,DNAJA1,IFITM3,IFITM1,IFITM2,UBE2L6,IFI35,IFIT1,IFIT3,IFIT2,TNFSF10,LGALS9,TRIM21,HERC6,RSAD2,SP110,TRIM14,N4BP1,NMI,PARP12,BST2,CD33,NCOA7,SP100,SAMD9L,TMEM140,CMPK2,DDX60,PNPT1,PHF11,TDRD7,ISG15,ISG20,GNB4,RTP4,DDX58,TENT5A,AIM2,OAS2,OAS3,IRF2,IRF7,SLFN5,SAMHD1,USP18,MX2,MX1,RBM43"
"gene_set_query"	"2"	"0.01695"	"STAT1_K562_HG19"	"STAT1"	"61"	"321"	"1.123E-28"	"3.1E-26"	"7.297"	"ENCODE--ChIP-seq"	"NDST2,NAMPT,EPSTI1,GBP5,GTPBP2,GSDMD,EIF2AK2,MAGOHB,IL18BP,IFIH1,BATF2,STAT1,STAT3,PSMB8,MITD1,XAF1,MYD88,TRIM56,PML,IFITM3,IFITM1,UBE2L6,IFI35,IFIT1,IFIT3,TNFSF10,TRIM21,HERC6,RSAD2,SP110,TRIM14,N4BP1,NMI,PARP12,BST2,CD33,NCOA7,SP100,SAMD9L,TMEM140,CMPK2,DDX60,PNPT1,PHF11,ISG15,ISG20,GNB4,DDX58,TENT5A,AIM2,OAS2,OAS3,IRF2,IRF7,SLFN5,STOML1,SAMHD1,USP18,MX2,MX1,RBM43"
"gene_set_query"	"3"	"0.02542"	"ETS1_MELCELLLINE_MM9"	"ETS1"	"132"	"1614"	"1.393E-20"	"2.56E-18"	"2.77"	"ENCODE--ChIP-seq"	"MILR1,NDST2,NUB1,NAMPT,DLEU2,DAXX,GBP7,GTPBP2,RFX5,PSME2,IDNK,LARP1,PRELID2,HOMER1,TIPARP,RMDN3,MOV10,TREML2,OGFR,WDR43,RARS,DUSP1,MRPL52,PSMA5,KAT2B,AFTPH,PSMA4,OAF,STAT1,P2RY14,STAT3,GSR,ELP5,PSMB8,PSMB9,CENPJ,CYSLTR1,SLC25A43,TAP2,TAP1,MINPP1,MOB3C,NAAA,NSMAF,CD274,TNKS,LY96,SOCS1,MAFK,XAF1,RAB5A,SNAP23,UPP1,SMIM13,ARL4A,TRIM56,PPM1K,MLLT3,AP3M2,NOCT,TIFA,LRRC8C,WHAMM,ANGPT1,PLCL2,KLF3,PML,KLF6,ST7,IFITM2,LST1,UBE2L6,IFI35,LGALS9,LGALS8,HERC6,RSAD2,SIK3,PLPP1,SMIM3,GYPC,SP140,MYCBP2,MIER3,XBP1,TMEM50B,SETDB2,NMI,PARP12,GADD45G,CREBRF,CAB39L,NKIRAS1,B3GNT2,STK40,AIF1,STX11,MGAT1,RANBP2,MPP1,GCH1,PLEKHA2,PLEKHA4,SAMD9L,TMEM140,CCND2,ARHGDIB,TMOD3,ARID5A,NUPR1,TOR1AIP2,SPTA1,UBB,ISG15,ISG20,IL6,PICALM,TGIF1,TENT5A,ARID1A,RCN1,OAS3,IRF2,SLFN5,GBP3,USP25,MX2,CMTM6,PIKFYVE,TNIP3,TAF7,RBM43"
"gene_set_query"	"4"	"0.0339"	"JUN_CH12LX_MM9"	"JUN"	"111"	"1325"	"1.434E-18"	"1.98E-16"	"2.844"	"ENCODE--ChIP-seq"	"MILR1,DLEU2,GBP7,STARD5,FNDC3A,GTPBP2,CNBD2,HOMER1,APOOL,CP,TNFSF8,CLINT1,PIGV,JAK2,UBL7,DUSP1,GPR35,KAT2B,AFTPH,TANK,PCGF5,STAT3,ELP5,SNX20,PSMB8,ZYX,CYSLTR1,TNFRSF8,MAP3K8,TLE3,MINPP1,ARMCX6,CD274,GSTT4,LY96,SOCS7,YJU2,CXCL10,SYNJ1,PSD4,LCK,PPP1R15B,AP3M2,VPS54,BCO2,PTPN1,SEMA4C,DDHD1,PML,KLF6,IL2RA,ST7,FCGR2B,IL12B,LGALS8,IL15RA,INPP4A,CRYZL1,PLPP1,SMIM3,GYPC,INPP5B,SLAMF6,XBP1,TMEM184B,IFI44,LACC1,CD40,PPP1R11,GLIPR2,IL10,CD52,IL15,IL18,UGDH,STK40,TLR3,RHOQ,AIF1,STX11,AMN1,CD69,CD86,ZFAND5,TMEM140,ZBP1,ARID5A,PHOSPHO2,HTRA4,PRNP,CRIM1,ARHGAP26,ISG20,CYCS,MXD1,PICALM,CASP4,CASP1,TGIF1,ARID1A,AIM2,ELF4,IRF7,GBP2,GBP3,USP25,NOS2,MX1,CMTM6,PIK3IP1,CCDC173"
"gene_set_query"	"5"	"0.04237"	"JUND_CH12LX_MM9"	"JUND"	"99"	"1148"	"1.093E-17"	"1.21E-15"	"2.935"	"ENCODE--ChIP-seq"	"MILR1,PPP4R1,DLEU2,GBP6,GBP5,GBP7,GTPBP2,CH25H,CNBD2,TMEM192,TREML2,TNFSF8,CLINT1,PIGV,PHF6,WDR43,JAK2,UBL7,DUSP1,PSMA5,KAT2B,AFTPH,GAS7,TANK,IL12RB1,ATRNL1,PCGF5,STAT3,ELP5,SNX20,PSMB8,RNF149,HSPA1B,ADORA3,TNFRSF8,TAP2,ARMCX6,CD274,GSTT4,LY96,YJU2,CXCL10,CLEC1A,PSD4,SOS1,PPP1R15B,VPS54,BCO2,PTPN1,IL2RA,ST7,FCGR2B,IL12B,LGALS8,IL15RA,CRYZL1,PLPP1,SMIM3,SLAMF6,XBP1,TMEM184B,IFI44,GADD45G,LACC1,CD40,PPP1R11,SIPA1L1,IL10,CD52,IL15,STK40,TLR3,RHOQ,AIF1,STX11,AMN1,GCA,CD69,ZFAND5,TMEM140,KIF5C,ARHGDIB,PHOSPHO2,UBB,PRNP,CYCS,MXD1,CASP4,CASP1,TGIF1,AIM2,ELF4,GBP2,GBP3,USP25,NOS2,MX1,PIK3IP1,CCDC173"
"gene_set_query"	"6"	"0.05085"	"MAFK_CH12LX_MM9"	"MAFK"	"124"	"1616"	"1.743E-17"	"1.6E-15"	"2.585"	"ENCODE--ChIP-seq"	"GHITM,MILR1,RNF115,PSMD7,DLEU2,GBP7,TYW5,FNDC3A,CD2AP,PSME2,ABCA1,TIPARP,TREML2,SNX10,CLINT1,PIGV,CASP12,DUSP1,PGAM2,PSMA5,KAT2B,AFTPH,TANK,CEPT1,STAT1,PCGF5,P2RY14,STAT3,GSR,ELP5,SNX20,PSMB8,PSMB9,CYSLTR1,TNFRSF8,TLE3,TAP2,TAP1,TXNDC9,LY96,SAV1,YJU2,CXCL10,SYNJ1,CLEC1A,SGCB,PSD4,TLK2,CEBPD,FGL2,PPM1K,TMA16,BCO2,WHAMM,SEMA4C,DDHD1,DNAJA1,IL2RA,ST7,TRMT61B,KEAP1,IFIT1,TNFSF10,AGFG1,IL15RA,SP110,CRYZL1,PLPP1,SMIM3,GYPC,NLN,SNX2,TMEM50B,SETDB2,GADD45G,LACC1,CLIC5,CD40,PPP1R11,CAB39L,CTSZ,CD38,CD52,IL15,TAX1BP1,B3GNT2,SGK3,NCOA7,DNASE1L3,STK40,TLR3,RHOQ,PRKX,STX11,TEFM,THEMIS2,CD69,ZFAND5,TMEM140,TMOD3,ARID5A,SLC30A1,KMO,NUPR1,SPTA1,TMEM243,UBB,MLKL,CRIM1,DNAJC13,TCF4,LRP11,PICALM,CXCL9,MS4A7,CASP4,CASP1,ELF1,AIM2,IRF7,GBP3,NOS2,MX1,RBM43"
"gene_set_query"	"7"	"0.05932"	"IKZF1_GM12878_HG19"	"IKZF1"	"126"	"1836"	"2.723E-14"	"2.15E-12"	"2.292"	"ENCODE--ChIP-seq"	"SERPINE1,NAMPT,EPSTI1,GBP6,ZC2HC1A,RFX5,RNF213,TREML2,TUT7,DENND1A,SNX10,CLINT1,PIGV,IFIH1,ANXA6,JAK2,UBL7,ANXA1,PSMA6,KAT2B,ZEB1,NSD3,CEPT1,IL12RB1,DEDD,GK,TTC9C,SNX20,PSMB8,DGKA,RAB43,TNFRSF8,MAP3K8,TLE4,DGKH,NSMAF,ANKRD17,CD274,PFKFB3,ITPR1,LY96,SAV1,CD164,LRCH1,XAF1,PSD4,UPP1,LCK,MLLT3,NOCT,TIFA,RAB29,LRRC8C,PTPN1,IL1RN,IFITM1,IFIT1,IFIT3,PNP,HERC6,IL15RA,SP110,MARF1,RUBCNL,SIK3,TRIM14,PLPP3,GYPC,SP140,MYCBP2,SLAMF7,HIVEP2,SLAMF1,XBP1,NMI,BST2,INTS9,CD40,CTSZ,IL27,CTSC,RAB8B,CD52,EDN1,IL15,PARP8,UGDH,B3GNT2,TLR7,AIDA,DNASE1L3,STX11,TEFM,PLEKHA2,BATF,CD69,NR3C1,CCND2,ZBP1,ARID5A,GPD2,ARHGAP17,PSEN1,MLKL,CRIM1,ISG20,SELL,PICALM,RTP4,MS4A7,SPRED1,CASP4,DDX58,HSH2D,AIM2,OAS2,USP12,SAMHD1,USP18,ATAD2B,GBP4,MX2,CMTM6,SCIMP,PIKFYVE,PIK3IP1"
"gene_set_query"	"8"	"0.0678"	"RELA_GM12878_HG19"	"RELA"	"60"	"724"	"5.446E-11"	"3.76E-9"	"2.81"	"ENCODE--ChIP-seq"	"GTPBP2,RFX5,RNF213,SNX10,CLINT1,PIGV,IFIH1,UBL7,AFTPH,KCNA3,TANK,STAT1,SNX20,MITD1,MAP3K8,PHIP,LY96,SNN,LHX2,CRYBG1,PIK3CD,PPP1R15B,AP3M2,CCL5,TIFA,WHAMM,KLF6,CLEC2D,IL1RN,MARF1,RUBCNL,PLPP3,GYPC,SLAMF7,HIVEP2,SLAMF1,NMI,CD40,CTSZ,IL27,RAB8B,PARP8,TLR7,DNASE1L3,STX11,BATF,CD69,ZBP1,ARHGAP17,UBB,SELL,RND1,SCARF1,ELF1,AIM2,OAS3,IRF2,USP18,ATAD2B,GBP4"
"gene_set_query"	"9"	"0.07627"	"ZNF384_CH12LX_MM9"	"ZNF384"	"100"	"1677"	"8.273E-9"	"3.81E-7"	"1.972"	"ENCODE--ChIP-seq"	"MILR1,NUB1,PSMD7,DLEU2,GBP7,RFX5,GSDMD,PRPF38A,TMEM192,SNX10,PHF6,AP3S1,JAK2,GPR35,MRPL52,PSMA4,GAS7,RNF135,TMEM67,IL12RB1,STAT1,PCGF5,P2RY14,TTC9C,SPSB1,MITD1,IL1RAP,HMGN3,TLE3,SAP30,LY96,YJU2,CLEC1A,CEMIP2,TRIM56,PPM1K,TMA16,CCL7,PLCL2,DDHD1,DNAJA1,KLF6,IL2RA,ST7,LST1,IFIT1,IFIT2,SP110,INPP4A,CARHSP1,PLPP3,GYPC,SP140,SCFD1,MIER3,SLAMF6,HIVEP2,SLAMF1,NMI,GADD45G,CTSZ,BMI1,AKAP12,CTSC,IL10,CD52,IL15,UGDH,TLR7,TLR3,STX11,PDZD11,PLEKHA4,BATF,GFI1B,THEMIS2,SAMD9L,NR3C1,PTTG1,TMOD3,SLC30A1,TOR1AIP2,UBB,ITPRID2,MLKL,CRIM1,NFXL1,USB1,DNAJC13,CALHM6,IL6,NAT2,CASP8,CASP4,CASP1,CNPPD1,TENT5A,IRF2,SAMHD1,NOS2"
"gene_set_query"	"10"	"0.08475"	"SPI1_GM12891_HG19"	"SPI1"	"66"	"985"	"3.101E-8"	"1.32E-6"	"2.234"	"ENCODE--ChIP-seq"	"PSMD7,SCO1,TIPARP,TREML2,SNX10,WDR43,MS4A4A,IL18BP,UBL7,TANK,GSR,TTC9C,PSMB8,LY96,ADAP2,ARPC5,SYNJ1,RAB5A,MYD88,PIK3CD,SUMO1,PSD4,TMBIM6,POLR2G,PML,IL2RA,IFITM1,TNFSF10,LGALS9,SP110,SLAMF7,SLAMF6,LACC1,PARP11,ZUP1,CD52,EDN1,DBNL,RAB33B,DCP2,DYNC1I2,SP100,IFNB1,CD86,SAMD9L,NR3C1,ARHGDIB,CMPK2,MLKL,DNAJC13,DIAPH2,PICALM,MS4A7,RND1,MFSD9,CASP4,CNPPD1,PLA2G4A,ELF1,OAS3,IRF7,RGS14,PSMB10,GBP3,SCIMP,TAF7"
