Query Name	Rank	Scaled Rank	Set_name	TF	Intersect	Set length	FET p-value	FDR	Odds Ratio	Library	Overlapping_Genes
"gene_set_query"	"1"	"0.008475"	"TCF3_MYOCYTE_MM9"	"TCF3"	"64"	"1708"	"2.643E-8"	"1.46E-5"	"2.306"	"ENCODE--ChIP-seq"	"SLC23A2,ERRFI1,ZMIZ1,FAM53C,PIEZO1,CEP95,CCNL2,RNF111,REV1,SMIM6,HIVEP2,NBEAL1,NR1D1,TRERF1,PPFIBP1,MTMR12,ZHX2,MYOF,MTSS1,HEATR5A,TET3,PLIN4,RAPGEF3,FGD6,APBB2,TBL1X,RANBP2,ANKIB1,VEGFA,PER1,ZYX,GPR146,TNC,CELSR3,BASP1,TLE2,DYRK1B,POU3F1,KAT6A,PLCXD1,PLCXD2,RAP1B,BAG3,PLXNA2,MYH10,ITPRID2,ANKRD23,MAST4,DOCK8,TMEM104,SPG11,KLF11,DNMT3A,SMARCD3,RRBP1,NR2C2,THBS1,POLR2A,FEM1C,RPRD2,MERTK,SLC4A7,KLF7,DOP1B"
"gene_set_query"	"2"	"0.01695"	"MAZ_MELCELLLINE_MM9"	"MAZ"	"60"	"1766"	"1.349E-6"	"3.72E-4"	"2.084"	"ENCODE--ChIP-seq"	"SPI1,ENO2,ZMIZ1,CEP95,ARRDC3,REV1,MRTFA,STXBP1,SDC3,RNF214,RALGDS,ZBTB7A,ABCA3,TRERF1,PPFIBP1,DENND1A,LYST,MED12,SLC18A2,AP3B1,MTSS1,HEATR5A,RAPGEF3,MNT,SNX29,MBD5,ANKIB1,SYVN1,HIPK2,TAOK3,ZYX,ATP8A1,EP300,TGM2,KCNH4,KAT6A,RAP1B,BCL2L11,POU2F2,CORO2A,SSH1,PLEKHM2,DOCK4,DOCK8,MAST1,PTPN23,TMEM104,DDI2,SUMO2,KLF11,DNMT3A,RRBP1,NR2C2,FEM1C,FNIP2,SH2B3,MARCKSL1,ZFC3H1,REST,TRIM39"
"gene_set_query"	"3"	"0.02542"	"BHLHE40_MELCELLLINE_MM9"	"BHLHE40"	"53"	"1702"	"4.332E-5"	"0.00797"	"1.904"	"ENCODE--ChIP-seq"	"SPI1,ENO2,PIEZO1,CEP95,REV1,MRTFA,WDR81,SDC3,GNS,PIP5K1C,RALGDS,ZBTB7A,ZFR2,MICAL3,NR1D1,TRERF1,AIRN,SMG1,MTMR12,TRIOBP,SLC18A2,DOT1L,MNT,MICALL1,TBL1X,GCH1,VEGFA,PER1,DPY19L3,PKN1,GPR146,GNPTAB,DGAT2,KAT6A,BCL2L11,ITPRID2,IGF2R,DOCK4,SPRED3,TRIM65,SPG11,KLF11,PLEC,RRBP1,ATF7IP,MARCKSL1,KDM4B,CLCN6,WEE1,REST,DOP1B,ASXL2,LPIN2"
"gene_set_query"	"4"	"0.0339"	"SP1_HCT116_HG19"	"SP1"	"46"	"1458"	"9.012E-5"	"0.0124"	"1.93"	"ENCODE--ChIP-seq"	"CAPN15,ZMIZ1,SAP130,FAM53C,CCNL2,MRTFA,RFX1,MFSD12,WDR81,ATF7,IGSF9,KCNQ1OT1,HIVEP2,JUP,NR1D1,PPFIBP1,GOLGB1,ATG2A,ATR,HIP1,MTMR12,SLC7A11,ZMYM6,AP3B1,MNT,PRR14L,APBB2,TBL1X,ZSWIM4,LDLR,CASP8AP2,SYVN1,AP3D1,TAOK3,TJP2,ATP8A1,RALGAPA2,ATXN2L,MYH10,BRWD3,DOCK4,RRBP1,NR2C2,IGF2BP3,KDM4B,ATP2B4"
"gene_set_query"	"5"	"0.04237"	"CTCF_MELCELLLINE_MM9"	"CTCF"	"104"	"4141"	"2.024E-4"	"0.0194"	"1.526"	"ENCODE--ChIP-seq"	"MAPKBP1,ERRFI1,CAPN15,GPATCH8,ZMIZ1,PIEZO1,PRKCG,REV1,RFX1,MFSD12,WDR81,TRIM14,SIK2,EPHA1,STXBP1,GNS,IGSF9,RNF214,PIP5K1C,RALGDS,JUP,ZFR2,ABCA3,MICAL3,WNK1,GOLGB1,ATG2A,CDS2,MTMR10,SMG1,MTMR12,C2CD3,DENND1A,TCTN1,MYOF,MINK1,AP3B1,HEATR5A,SLC29A3,RAPGEF3,MNT,SNX29,FGD6,PRR14L,MBD4,ANKIB1,GCH1,GATAD2B,VEGFA,ZYX,ATP8A1,ACRBP,GNPTAB,EP300,TGM2,KCNH4,ATXN2L,TIMELESS,WDFY2,DPEP3,LTBP2,BCL2L11,ZKSCAN8,PLXNA2,EP400,SEC16A,POU2F2,CORO2A,IGF2R,BMP1,CDK6,BRWD3,MAP3K12,DOCK4,MAST1,PTPN23,INSYN2B,TMEM104,DDI2,EFHD2,TRIM65,SPG11,ABCC1,PLEKHG2,DNMT3A,ELF4,PLEC,SMARCD3,PKD1L2,SH3BP1,TSPOAP1,FNIP2,SH2B3,ATF7IP,MARCKSL1,KDM4B,ZFC3H1,RPRD2,EFR3B,WEE1,DOP1B,SPAG1,PIK3AP1,LPIN2"
"gene_set_query"	"6"	"0.05085"	"ZNF384_ESE14_MM9"	"ZNF384"	"50"	"1690"	"2.108E-4"	"0.0194"	"1.806"	"ENCODE--ChIP-seq"	"MAPKBP1,SIK2,PLPP3,KCNQ1OT1,SERPINH1,MAP6,TNRC18,CARMIL1,TRERF1,ATG2A,SLC7A11,TRAM2,ZMYM6,JAK3,ZHX2,MTSS1,SNX29,CASP8AP2,TAOK3,TJP2,TNC,TLE2,RALGAPA2,ATXN2L,CLIP1,WDFY2,DPEP3,CACNA1A,PLCXD2,ZKSCAN8,POU2F2,DOCK4,MCM9,MAST1,ADRA1A,INSYN2B,TRPS1,SPG11,PLEKHG2,AMBRA1,FEM1C,IGF2BP3,SH2B3,MLXIP,ATF7IP,RPRD2,KLF7,WEE1,DOP1B,LPIN2"
"gene_set_query"	"7"	"0.05932"	"ZBTB7A_ECC1_HG19"	"ZBTB7A"	"50"	"1753"	"4.604E-4"	"0.0272"	"1.739"	"ENCODE--ChIP-seq"	"KDR,BSN,PRKCG,REV1,ARMC9,ARMC7,ATF7,STXBP1,NFATC2,RASSF8,NBEAL1,MTMR10,CX3CL1,TRIOBP,CIC,SLC18A2,PRR14L,APBB2,ZSWIM4,GCH1,LHFPL2,DPY19L3,ZYX,TJP2,EP300,TGM2,DGAT2,ZBTB37,TPST1,FBLIM1,LTBP2,LPP,ZKSCAN8,ARHGAP31,BMP1,CDK6,MAST4,DOCK8,MAST1,CXCL1,FYCO1,CEP170,TRIM65,PLEKHG2,THBS1,HDAC7,SH3BP1,P2RY2,MERTK,PIK3AP1"
"gene_set_query"	"8"	"0.0678"	"E2F1_HELAS3_HG19"	"E2F1"	"51"	"1854"	"8.729E-4"	"0.0367"	"1.676"	"ENCODE--ChIP-seq"	"ENO2,PIEZO1,TNS3,REV1,NISCH,NECAB3,STXBP1,SDC3,SLC5A3,PRDM10,TNRC18,RALGDS,MICAL3,RASSF8,ATR,MTMR10,C2CD3,DENND1A,MINK1,HEATR5A,SFI1,MICALL1,RANBP2,MBD4,CASP8AP2,TRIP11,TJP2,PVR,RALGAPA2,ATXN2L,CLIP1,TIMELESS,PFKFB3,LPP,RAP1B,BCL2L11,EP400,SOCS4,SSH1,HPSE,CXCL2,SUMO2,TRIM65,ELF4,LCOR,NR2C2,HDAC7,MLXIP,ATF7IP,WEE1,ASXL2"
"gene_set_query"	"9"	"0.07627"	"FOSL1_K562_HG19"	"FOSL1"	"26"	"773"	"9.606E-4"	"0.0367"	"2.062"	"ENCODE--ChIP-seq"	"CAPN15,FNBP4,MFSD12,WDR81,SERPINH1,NFATC2,NBEAL1,NR1D1,ATR,RAPGEF3,MNT,SNX29,MICALL1,TM4SF19,ZYX,PKN1,RAP1B,EP400,DDI2,ITGAX,TRIM65,ELF4,HDAC7,TSPOAP1,ARID3B,CLCN6"
"gene_set_query"	"10"	"0.08475"	"TCF7L2_HEK293_HG19"	"TCF7L2"	"50"	"1821"	"9.981E-4"	"0.0367"	"1.673"	"ENCODE--ChIP-seq"	"ZMIZ1,FAM53C,CEP95,MRTFA,RFX1,WDR81,PRDM10,FLRT2,TNRC18,HIVEP2,NR1D1,ABTB2,TREML4,ATG2A,CPEB4,ATR,SLC7A11,LYST,ASH1L,MNT,FGD6,TBL1X,NKTR,ANKIB1,GATAD2B,VEGFA,TNC,CARF,TLE2,DGAT2,ARHGAP31,CDK6,USP37,TRPS1,TBC1D9,LCOR,RRBP1,AMBRA1,POLR2A,TOGARAM1,IGF2BP3,SH2B3,SPEN,MARCKSL1,EYA4,RPRD2,ARID3B,EFR3B,KLF7,REST"
