"source","term_name","term_id","adjusted_p_value","negative_log10_of_adjusted_p_value","term_size","query_size","intersection_size","effective_domain_size","intersections"
"GO:BP","immune system process","GO:0002376","9.298620158614163e-33","32.03158149251704","2849","194","88","27543","CD244A,IFI205,ADORA2A,IL12B,CCL2,CCL7,CCL12,CCL8,SLFN1,HEATR9,CCL5,CCL3,CCL4,WFDC17,WFDC18,IFI35,PECAM1,MILR1,BATF,IGHM,EDN1,MMP14,PSME2,EDNRB,GPR18,MEFV,FPR1,FPR2,HSPA1B,LST1,EIF2AK2,BATF2,ANXA1,JAK2,IFIT1,IL2RA,GFI1B,NMI,IL1A,IL1B,SDC4,GM5150,GBP7,PDE4B,PDPN,ISG15,CD38,CXCL10,CXCL11,NPY,TNIP3,CLEC4B1,CLEC4A2,CLEC1B,TARM1,IL27,IFITM1,IFITM3,N4BP1,PSMB10,HP,BCL2A1A,ITGA9,GM6377,MAPKAPK2,SLAMF6,IKZF1,CSF3,PNP2,CD86,USP25,MIR155,AIF1,H2-Q4,SOS1,TRAF2,STXBP3,PRDX1,IL6,CLEC4N,CLEC2D,IL4I1,CTSC,IFITM2,IFITM6,BST2,NCK1,PLD4"
"GO:BP","response to biotic stimulus","GO:0009607","3.1556843834021034e-27","26.500906439366677","1780","194","66","27543","PTGS2,ADAMTS4,CD244A,IFI205,KMO,IL12B,CCL2,CCL7,CCL12,CCL8,SLFN2,CCL5,CCL3,CCL4,WFDC17,WFDC18,IFI35,BATF,IFI27L2A,IGHM,EDN1,EDNRB,MEFV,EIF2AK2,BATF2,ANXA1,JAK2,IFIT1,NMI,IL1A,IL1B,GBP7,PDE4B,ISG15,CXCL10,NPY,TNIP3,CLEC4B1,CLEC4A2,TARM1,SAA3,IL27,IFITM1,IFITM3,N4BP1,HP,TENT5A,MAPKAPK2,SLAMF6,CSF3,CD86,MIR155,AIF1,STXBP3,PRDX1,CD52,IL6,CLEC4N,CLEC2D,IL4I1,IFITM2,IFITM6,BST2,MT2,NCK1,PLD4"
"GO:BP","response to other organism","GO:0051707","5.364719268509549e-27","26.270452999388084","1734","194","65","27543","PTGS2,ADAMTS4,CD244A,IFI205,KMO,IL12B,CCL2,CCL7,CCL12,CCL8,SLFN2,CCL5,CCL3,CCL4,WFDC17,WFDC18,IFI35,BATF,IFI27L2A,IGHM,EDN1,EDNRB,MEFV,EIF2AK2,BATF2,ANXA1,JAK2,IFIT1,NMI,IL1A,IL1B,GBP7,PDE4B,ISG15,CXCL10,NPY,TNIP3,CLEC4B1,CLEC4A2,TARM1,SAA3,IL27,IFITM1,IFITM3,N4BP1,HP,TENT5A,MAPKAPK2,SLAMF6,CSF3,CD86,MIR155,AIF1,STXBP3,PRDX1,CD52,IL6,CLEC4N,CLEC2D,IFITM2,IFITM6,BST2,MT2,NCK1,PLD4"
"GO:BP","response to external biotic stimulus","GO:0043207","6.127391825399667e-27","26.21272434715817","1738","194","65","27543","PTGS2,ADAMTS4,CD244A,IFI205,KMO,IL12B,CCL2,CCL7,CCL12,CCL8,SLFN2,CCL5,CCL3,CCL4,WFDC17,WFDC18,IFI35,BATF,IFI27L2A,IGHM,EDN1,EDNRB,MEFV,EIF2AK2,BATF2,ANXA1,JAK2,IFIT1,NMI,IL1A,IL1B,GBP7,PDE4B,ISG15,CXCL10,NPY,TNIP3,CLEC4B1,CLEC4A2,TARM1,SAA3,IL27,IFITM1,IFITM3,N4BP1,HP,TENT5A,MAPKAPK2,SLAMF6,CSF3,CD86,MIR155,AIF1,STXBP3,PRDX1,CD52,IL6,CLEC4N,CLEC2D,IFITM2,IFITM6,BST2,MT2,NCK1,PLD4"
"GO:BP","immune response","GO:0006955","1.8060253173880183e-26","25.743276165913517","1834","194","66","27543","CD244A,IFI205,IL12B,CCL2,CCL7,CCL12,CCL8,CCL5,CCL3,CCL4,WFDC17,WFDC18,IFI35,MILR1,BATF,IGHM,EDN1,MEFV,FPR1,FPR2,HSPA1B,LST1,EIF2AK2,ANXA1,JAK2,IFIT1,IL2RA,NMI,IL1A,IL1B,GBP7,PDE4B,ISG15,CD38,CXCL10,CXCL11,NPY,TNIP3,CLEC4B1,CLEC4A2,TARM1,IL27,IFITM1,IFITM3,N4BP1,GM6377,MAPKAPK2,SLAMF6,CSF3,PNP2,CD86,USP25,MIR155,AIF1,TRAF2,STXBP3,PRDX1,IL6,CLEC4N,CLEC2D,IL4I1,CTSC,IFITM2,IFITM6,BST2,PLD4"
"GO:BP","defense response","GO:0006952","1.3641974675176418e-25","24.865122761023997","1771","194","64","27543","PTGS2,ADAMTS4,CD244A,IFI205,ADORA2A,IL12B,CCL2,CCL7,CCL12,CCL8,CCL5,CCL3,CCL4,WFDC17,WFDC18,IFI35,SOCS3,BATF,IGHM,EDN1,EDNRB,MEFV,FPR1,FPR2,EIF2AK2,F830016B08RIK,BATF2,ANXA1,JAK2,IFIT1,IL2RA,NMI,IL1A,IL1B,GBP7,ISG15,CXCL10,CXCL11,NPY,CLEC4B1,CLEC4A2,TARM1,SAA3,IL27,IFITM1,IFITM3,N4BP1,HP,MAPKAPK2,SLAMF6,CD86,MIR155,AIF1,STXBP3,PRDX1,IL6,CLEC4N,CLEC2D,CTSC,NUPR1,IFITM2,IFITM6,BST2,PLD4"
"GO:BP","biological process involved in interspecies interaction between organisms","GO:0044419","6.591564345774073e-25","24.181011504053455","1886","194","65","27543","PTGS2,ADAMTS4,CD244A,IFI205,KMO,IL12B,CCL2,CCL7,CCL12,CCL8,SLFN2,CCL5,CCL3,CCL4,WFDC17,WFDC18,IFI35,BATF,IFI27L2A,IGHM,EDN1,EDNRB,MEFV,EIF2AK2,BATF2,ANXA1,JAK2,IFIT1,NMI,IL1A,IL1B,GBP7,PDE4B,ISG15,CXCL10,NPY,TNIP3,CLEC4B1,CLEC4A2,TARM1,SAA3,IL27,IFITM1,IFITM3,N4BP1,HP,TENT5A,MAPKAPK2,SLAMF6,CSF3,CD86,MIR155,AIF1,STXBP3,PRDX1,CD52,IL6,CLEC4N,CLEC2D,IFITM2,IFITM6,BST2,MT2,NCK1,PLD4"
"GO:BP","response to external stimulus","GO:0009605","2.468673812735515e-24","23.6075362898524","3104","194","81","27543","PTGS2,ADAMTS4,CD244A,IFI205,KMO,ADORA2A,GSTT1,IL12B,CCL2,CCL7,CCL12,CCL8,SLFN2,CCL5,CCL3,CCL4,WFDC17,WFDC18,IFI35,SOCS3,BATF,IFI27L2A,IGHM,EDN1,MMP14,DPYSL2,EDNRB,GPR18,MEFV,FPR1,FPR2,EIF2AK2,BATF2,ANXA1,JAK2,IFIT1,IL2RA,NMI,IL1A,IL1B,GBP7,PDE4B,ISG15,CXCL10,CXCL11,BMT2,NPY,TNIP3,CLEC4B1,CLEC4A2,TARM1,SAA3,IL27,IFITM1,IFITM3,N4BP1,HP,TENT5A,ITGA9,MAPKAPK2,BTG2,SLAMF6,UPP1,CSF3,CD86,MIR155,AIF1,STXBP3,PRDX1,CD52,IL6,CLEC4N,CLEC2D,CTSC,NUPR1,IFITM2,IFITM6,BST2,MT2,NCK1,PLD4"
"GO:BP","response to stress","GO:0006950","3.0646325052231014e-22","21.51362159635686","3942","194","88","27543","PTGS2,ADAMTS4,CD244A,IFI205,KMO,MARCKS,ADORA2A,IL12B,CCL2,CCL7,CCL12,CCL8,CCL5,CCL3,CCL4,WFDC17,WFDC18,IFI35,PECAM1,SOCS3,BATF,IGHM,EDN1,MMP14,EDNRB,MEFV,FPR1,FPR2,HSPA1B,EIF2AK2,F830016B08RIK,BATF2,ANXA1,JAK2,IFIT1,IL2RA,NMI,IL1A,IL1B,SDC4,GBP7,PDE4B,PDPN,ISG15,CD38,CXCL10,CXCL11,BMT2,NPY,CLEC4B1,CLEC4A2,TARM1,SAA3,IL27,IFITM1,IFITM3,N4BP1,HP,CHORDC1,BCL2A1A,BCL2A1C,ITGA9,MAPKAPK2,BTG2,SLAMF6,UPP1,PTTG1,TLK2,MARF1,CD86,USP25,MIR155,AIF1,TRAF2,STXBP3,PRDX1,IL6,CLEC4N,CLEC2D,CTSC,NUPR1,IFITM2,IFITM6,BST2,MT2,NCK1,PSMD10,PLD4"
"GO:BP","defense response to other organism","GO:0098542","1.6467275976945488e-20","19.783378236047263","1218","194","49","27543","ADAMTS4,CD244A,IFI205,IL12B,CCL2,CCL7,CCL12,CCL8,CCL5,CCL3,CCL4,WFDC17,WFDC18,IFI35,BATF,IGHM,EDN1,MEFV,EIF2AK2,BATF2,ANXA1,JAK2,IFIT1,NMI,IL1B,GBP7,ISG15,CXCL10,NPY,CLEC4B1,CLEC4A2,TARM1,IL27,IFITM1,IFITM3,N4BP1,HP,SLAMF6,CD86,AIF1,STXBP3,PRDX1,IL6,CLEC4N,CLEC2D,IFITM2,IFITM6,BST2,PLD4"
"GO:BP","regulation of immune system process","GO:0002682","8.362919496164483e-20","19.077642083836974","1507","194","53","27543","CD244A,IFI205,ADORA2A,IL12B,CCL2,CCL7,CCL12,SLFN1,CCL5,CCL3,IFI35,PECAM1,MILR1,EDN1,MMP14,GPR18,FPR1,FPR2,HSPA1B,LST1,ANXA1,JAK2,IL2RA,GFI1B,NMI,IL1A,IL1B,SDC4,GM5150,PDE4B,ISG15,CD38,CXCL10,NPY,TNIP3,TARM1,IL27,N4BP1,GM6377,MAPKAPK2,SLAMF6,CSF3,CD86,AIF1,SOS1,TRAF2,IL6,CLEC4N,CLEC2D,IL4I1,CTSC,BST2,NCK1"
"GO:BP","innate immune response","GO:0045087","3.3779855515821443e-19","18.471342212338","916","194","42","27543","CD244A,IFI205,IL12B,CCL2,CCL7,CCL12,CCL8,CCL5,CCL3,CCL4,WFDC17,WFDC18,IFI35,IGHM,EDN1,MEFV,EIF2AK2,ANXA1,JAK2,IFIT1,NMI,GBP7,ISG15,CXCL10,NPY,CLEC4B1,CLEC4A2,TARM1,IL27,IFITM1,IFITM3,N4BP1,SLAMF6,AIF1,STXBP3,PRDX1,CLEC4N,CLEC2D,IFITM2,IFITM6,BST2,PLD4"
"GO:BP","response to interferon-gamma","GO:0034341","8.20671454021569e-17","16.085830672677062","149","194","20","27543","IL12B,CCL2,CCL7,CCL12,CCL8,CCL5,CCL3,CCL4,EDN1,MEFV,JAK2,NMI,GBP7,IFITM1,IFITM3,AIF1,STXBP3,IFITM2,IFITM6,BST2"
